hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-90185,contact185@polare.com.br,Polare,Webinar,2024-07-30,Customer,OPP-2024427,Brasil,ebook-revops,,BR,Webinar,polare,True
HS-90186,contact186@polare.com.br,POLARE,Social Media,2024-07-14,Customer,,BRASIL,event-saas-summit,,BR,Social Media,polare,False
HS-90187,contact187@rushflow.com.br,rushflow,Organic Search,2023-09-20,Lead,,Brasil,demo-request,221.0,BR,Organic Search,rushflow,False
HS-90188,contact188@acmecorp.com.br,Acme Corp,Email Marketing,,SQL,,BR,webinar-nov24,78.0,BR,Email Marketing,acme,False
HS-90189,contact189@acmecorp.com.br,Acme Corp,partner referral,,Lead,OPP-2024470,Brasil,organic,146.0,BR,Partner/Referral,acme,True
HS-90190,contact190@verticetech.com.br,VERTICE TECH,Webinar,,MQL,,Brasil,webinar-nov24,,BR,Webinar,vertice,False
HS-90191,contact191@verticetech.com.br,Vertice Tech,Partner,2024-06-01,Subscriber,,brasil,webinar-nov24,573.0,BR,Partner/Referral,vertice,False
HS-90192,contact192@bluepath.com.br,bluepath,SEO,,MQL,,Brasil,cold-outbound,443.0,BR,Organic Search,bluepath,False
HS-90193,contact193@acmecorp.com.br,acme,Webinar,2024-03-21,Subscriber,,Brasil,demo-request,7094.0,BR,Webinar,acme,False
HS-90194,contact194@innova.com.br,Innova,SEO,2023-09-20,Customer,OPP-2024684,Brasil,demo-request,387.0,BR,Organic Search,innova,True
HS-90195,contact195@skyops.com.br,skyops,Direct,2023-11-21,Subscriber,OPP-2024486,BRASIL,organic,660.0,BR,Other,skyops,True
HS-90196,contact196@polare.com.br,polare,Social Media,,SQL,,Brasil,organic,,BR,Social Media,polare,False
HS-90197,contact197@tapflow.com.br,TapFlow,Referral,2023-10-15,Subscriber,,Brasil,partner-referral,,BR,Partner/Referral,tapflow,False
HS-90198,contact198@gridsoft.com.br,Grid Soft,Organic Search,,Lead,OPP-2024858,Brasil,organic,5718.0,BR,Organic Search,gridsoft,True
HS-90199,contact199@bluepath.com.br,Blue Path,Direct,2024-02-05,MQL,OPP-2024844,BRASIL,demo-request,1960.0,BR,Other,bluepath,True
HS-90200,contact200@orbitdigital.com.br,orbit digital,SEO,2024-10-10,Lead,,Brasil,event-saas-summit,213.0,BR,Organic Search,orbit,False
HS-90201,contact201@zentra.com.br,Zentra Tech,Referral,2024-06-06,SQL,,Brasil,linkedin-ads-q3,980.0,BR,Partner/Referral,zentra,False
HS-90202,contact202@polare.com.br,POLARE,Paid Search,2024-05-13,Lead,,Brasil,ebook-revops,,BR,Paid Search,polare,False
HS-90203,contact203@acmecorp.com.br,Acme Corp.,Direct,2023-09-17,Lead,,Brasil,demo-request,175.0,BR,Other,acme,False
HS-90204,contact204@corelogic.com.br,CoreLogic,Email Marketing,2023-10-24,SQL,,BRASIL,organic,347.0,BR,Email Marketing,corelogic,False
HS-90205,contact205@gridsoft.com.br,GRIDSOFT,Referral,2024-07-10,Subscriber,,Brazil,ebook-revops,555.0,BR,Partner/Referral,gridsoft,False
HS-90206,contact206@polare.com.br,polare,paid,,Customer,,Brazil,webinar-nov24,56.0,BR,Paid Search,polare,False
HS-90207,contact207@tapflow.com.br,tapflow,Organic Search,,Customer,,BR,cold-outbound,28.0,BR,Organic Search,tapflow,False
HS-90208,contact208@innova.com.br,innova,Paid Search,2024-08-31,Customer,OPP-2024110,Brasil,partner-referral,,BR,Paid Search,innova,True
HS-90209,contact209@ampliasolucoes.com.br,Amplia Soluções Ltda,Email Marketing,,Subscriber,,Brasil,demo-request,528.0,BR,Email Marketing,amplia,False
HS-90210,contact210@tapflow.com.br,tapflow,paid,2024-08-19,SQL,OPP-2024457,Brasil,partner-referral,27.0,BR,Paid Search,tapflow,True
HS-90211,contact211@dataprime.com.br,DATAPRIME,Paid Search,2024-10-06,MQL,OPP-2024355,Brasil,ebook-revops,81.0,BR,Paid Search,dataprime,True
HS-90212,contact212@skyops.com.br,skyops,Content Download,,MQL,OPP-2024018,brasil,demo-request,,BR,Content Download,skyops,True
HS-90213,contact213@connectwave.com.br,connectwave,Partner,2024-12-15,SQL,OPP-2024388,Brasil,event-saas-summit,717.0,BR,Partner/Referral,connectwave,True
HS-90214,contact214@betasolutions.com.br,BETA SOLUTIONS,Partner,2023-10-22,Subscriber,,Brasil,demo-request,147.0,BR,Partner/Referral,betasolutions,False
HS-90215,contact215@ampliasolucoes.com.br,Amplia Soluções Ltda,Referral,2023-12-26,Subscriber,OPP-2024968,Brasil,demo-request,6787.0,BR,Partner/Referral,amplia,True
HS-90216,contact105@orbitdigital.com.br,Orbit,Partner,2024-10-14,Subscriber,,BR,webinar-nov24,,BR,Partner/Referral,orbit,False
HS-90217,contact217@mindbox.com.br,MINDBOX,paid,,Customer,,Brasil,webinar-nov24,427.0,BR,Paid Search,mindbox,False
HS-90218,contact218@rushflow.com.br,rushflow,Webinar,,SQL,OPP-2024709,Brasil,linkedin-ads-q3,115.0,BR,Webinar,rushflow,True
HS-90219,contact219@polaris.com.br,polaris,Content Download,2024-11-01,Lead,,Brasil,demo-request,,BR,Content Download,polaris,False
HS-90220,contact220@tapflow.com.br,tapflow,Referral,2024-05-12,Lead,,Brasil,organic,,BR,Partner/Referral,tapflow,False
HS-90221,contact221@innova.com.br,Innova Tech,Partner,,Customer,,Brazil,demo-request,106.0,BR,Partner/Referral,innova,False
HS-90222,contact222@gruponexus.com.br,GRUPO NEXUS,Content Download,,Lead,,BRA,partner-referral,528.0,BR,Content Download,nexus,False
HS-90223,contact223@bluepath.com.br,bluepath,Organic Search,2024-04-01,Customer,,BRASIL,organic,,BR,Organic Search,bluepath,False
HS-90224,contact224@tapflow.com.br,Tap Flow,Referral,,Subscriber,,Brasil,partner-referral,431.0,BR,Partner/Referral,tapflow,False
HS-90225,contact225@skyops.com.br,SkyOps,Webinar,2024-10-27,SQL,OPP-2024846,BRASIL,organic,187.0,BR,Webinar,skyops,True
HS-90226,contact226@gruponexus.com.br,Grupo Nexus,Event,,MQL,,BRA,webinar-nov24,591.0,BR,Other,nexus,False
HS-90227,contact227@verticetech.com.br,Vértice Tech,Email Marketing,2023-10-15,Lead,OPP-2025057,BRASIL,webinar-nov24,,BR,Email Marketing,vertice,True
HS-90228,contact228@gruponexus.com.br,Grupo Nexus,Referral,2025-01-12,SQL,,Brasil,event-saas-summit,59.0,BR,Partner/Referral,nexus,False
HS-90229,contact229@innova.com.br,innova,Social Media,,SQL,,Brasil,event-saas-summit,58.0,BR,Social Media,innova,False
HS-90230,contact230@dataprime.com.br,dataprime,Referral,2023-12-22,Lead,,Brasil,demo-request,324.0,BR,Partner/Referral,dataprime,False
HS-90231,contact231@acmecorp.com.br,ACME CORP,Paid Search,2024-01-06,Subscriber,OPP-2024256,Brasil,event-saas-summit,3343.0,BR,Paid Search,acme,True
HS-90232,contact232@mindbox.com.br,MINDBOX,organic,,SQL,,BR,demo-request,153.0,BR,Organic Search,mindbox,False
HS-90233,contact233@betasolutions.com.br,beta solutions,Direct,2023-12-28,Subscriber,,Brasil,cold-outbound,201.0,BR,Other,betasolutions,False
HS-90234,contact234@polare.com.br,polare,Content Download,,MQL,,Brasil,event-saas-summit,79.0,BR,Content Download,polare,False
HS-90235,contact235@ampliasolucoes.com.br,Amplia Soluções Ltda,Webinar,2023-10-26,SQL,,Brasil,organic,77.0,BR,Webinar,amplia,False
HS-90236,contact236@zentra.com.br,zentra,Partner,,Customer,,Brasil,webinar-nov24,371.0,BR,Partner/Referral,zentra,False
HS-90237,contact237@betasolutions.com.br,beta solutions,Organic Search,,Lead,,Brasil,event-saas-summit,,BR,Organic Search,betasolutions,False
HS-90238,contact238@connectwave.com.br,ConnectWave,google ads,2024-11-25,Subscriber,,Brasil,event-saas-summit,851.0,BR,Paid Search,connectwave,False
HS-90239,contact239@polare.com.br,polare,Partner,2023-09-26,Customer,,brasil,linkedin-ads-q3,,BR,Partner/Referral,polare,False
HS-90240,contact240@orbitdigital.com.br,Orbit,Event,2023-12-23,Lead,,Brasil,event-saas-summit,,BR,Other,orbit,False
HS-90241,contact241@fluxosistemas.com.br,Fluxo Sistemas,Email Marketing,2024-11-07,MQL,,Brasil,partner-referral,7670.0,BR,Email Marketing,fluxo,False
HS-90242,contact242@verticetech.com.br,Vértice Tech,Paid Search,2023-09-28,MQL,,BR,partner-referral,168.0,BR,Paid Search,vertice,False
HS-90243,contact243@corelogic.com.br,CORELOGIC,Webinar,,Customer,OPP-2024443,Brasil,event-saas-summit,358.0,BR,Webinar,corelogic,True
HS-90244,contact244@polaris.com.br,POLARIS,Email Marketing,2024-09-20,MQL,OPP-2024314,Brasil,event-saas-summit,,BR,Email Marketing,polaris,True
HS-90245,contact245@orbitdigital.com.br,ORBIT DIGITAL,Referral,2025-01-06,Customer,OPP-2024901,Brasil,cold-outbound,,BR,Partner/Referral,orbit,True
HS-90246,contact246@zentra.com.br,Zentra Tech,Paid Search,,Subscriber,,Brasil,cold-outbound,77.0,BR,Paid Search,zentra,False
HS-90247,contact247@mindbox.com.br,Mindbox,Paid Search,2024-08-01,Lead,,Brazil,organic,9863.0,BR,Paid Search,mindbox,False
HS-90248,contact248@bluepath.com.br,bluepath,organic,,MQL,OPP-2024797,BR,demo-request,,BR,Organic Search,bluepath,True
HS-90249,contact249@betasolutions.com.br,Beta Solutions,google ads,2024-05-16,Subscriber,,Brasil,linkedin-ads-q3,10.0,BR,Paid Search,betasolutions,False
HS-90250,contact250@dataprime.com.br,DataPrime,Webinar,2024-10-19,MQL,,BRA,demo-request,,BR,Webinar,dataprime,False
HS-90251,contact251@gridsoft.com.br,gridsoft,Email Marketing,2023-11-11,MQL,OPP-2024147,Brasil,ebook-revops,,BR,Email Marketing,gridsoft,True
HS-90252,contact252@connectwave.com.br,ConnectWave,Paid Search,2023-11-04,MQL,,Brasil,demo-request,842.0,BR,Paid Search,connectwave,False
HS-90253,contact253@polaris.com.br,Polaris Tech,partner referral,,MQL,,Brasil,demo-request,785.0,BR,Partner/Referral,polaris,False
HS-90254,contact254@gridsoft.com.br,gridsoft,Partner,,Subscriber,,BRASIL,cold-outbound,52.0,BR,Partner/Referral,gridsoft,False
HS-90255,contact255@fluxosistemas.com.br,Fluxo Sistemas,Social Media,2024-05-12,Customer,,BR,demo-request,,BR,Social Media,fluxo,False
HS-90256,contact256@rushflow.com.br,rushflow,Content Download,2023-11-27,SQL,,Brasil,webinar-nov24,597.0,BR,Content Download,rushflow,False
HS-90257,contact257@betasolutions.com.br,BETA SOLUTIONS,SEO,2023-09-17,SQL,OPP-2024799,Brasil,demo-request,,BR,Organic Search,betasolutions,True
HS-90258,contact258@dataprime.com.br,DataPrime,Paid Search,,SQL,,Brasil,organic,988.0,BR,Paid Search,dataprime,False
HS-90259,contact259@verticetech.com.br,Vertice,Event,2024-07-20,Lead,OPP-2025155,Brasil,partner-referral,,BR,Other,vertice,True
HS-90260,contact260@orbitdigital.com.br,ORBIT DIGITAL,email,2024-01-30,Customer,OPP-2024948,Brazil,cold-outbound,,BR,Email Marketing,orbit,True
HS-90261,contact71@acmecorp.com.br,acme,SEO,2024-02-18,Subscriber,,Brazil,demo-request,,BR,Organic Search,acme,False
HS-90262,contact262@orbitdigital.com.br,Orbit Digital,Email Marketing,2024-06-24,MQL,,BR,organic,15.0,BR,Email Marketing,orbit,False
HS-90263,contact263@betasolutions.com.br,Beta Solutions,Event,2024-11-14,MQL,,BRA,cold-outbound,94.0,BR,Other,betasolutions,False
HS-90264,contact264@rushflow.com.br,RushFlow,Content Download,,MQL,OPP-2024425,brasil,webinar-nov24,,BR,Content Download,rushflow,True
HS-90265,contact265@rushflow.com.br,RushFlow,Referral,2024-01-24,SQL,OPP-2024404,Brasil,linkedin-ads-q3,,BR,Partner/Referral,rushflow,True
HS-90266,contact266@acmecorp.com.br,acme,Paid Search,,Customer,,Brasil,organic,,BR,Paid Search,acme,False
HS-90267,contact162@fluxosistemas.com.br,Fluxo Sistemas,Paid Search,,Customer,,BRASIL,partner-referral,,BR,Paid Search,fluxo,False
HS-90268,contact268@betasolutions.com.br,BETA SOLUTIONS,email,2024-02-22,Subscriber,,BR,cold-outbound,869.0,BR,Email Marketing,betasolutions,False
HS-90269,contact269@corelogic.com.br,Core Logic,Paid Search,2024-02-14,SQL,OPP-2024327,Brasil,ebook-revops,179.0,BR,Paid Search,corelogic,True
HS-90270,contact270@polare.com.br,Polare Ltda,google ads,2023-10-29,SQL,OPP-2025017,BRA,linkedin-ads-q3,,BR,Paid Search,polare,True
HS-90271,contact271@tapflow.com.br,TapFlow,Email Marketing,2024-11-19,Customer,OPP-2024912,Brasil,ebook-revops,112.0,BR,Email Marketing,tapflow,True
HS-90272,contact272@acmecorp.com.br,Acme,Organic Search,2024-09-02,Subscriber,,Brasil,organic,40.0,BR,Organic Search,acme,False
HS-90273,contact273@innova.com.br,innova,Direct,2024-04-13,SQL,,Brasil,ebook-revops,533.0,BR,Other,innova,False
HS-90274,contact274@mindbox.com.br,Mind Box,Paid Search,2024-12-03,Subscriber,,Brasil,cold-outbound,,BR,Paid Search,mindbox,False
HS-90275,contact275@ampliasolucoes.com.br,Amplia,social,2024-12-19,Lead,OPP-2024223,Brasil,ebook-revops,56.0,BR,Social Media,amplia,True
HS-90276,contact276@connectwave.com.br,ConnectWave,partner referral,2024-11-17,Lead,OPP-2024266,Brasil,linkedin-ads-q3,11.0,BR,Partner/Referral,connectwave,True
HS-90277,contact277@corelogic.com.br,corelogic,Webinar,2025-01-03,Subscriber,,Brasil,cold-outbound,1796.0,BR,Webinar,corelogic,False
HS-90278,contact278@rushflow.com.br,Rush Flow,Content Download,2024-08-27,MQL,,Brasil,event-saas-summit,867.0,BR,Content Download,rushflow,False
HS-90279,contact279@bluepath.com.br,BLUEPATH,Partner,2023-10-23,Subscriber,,Brasil,organic,,BR,Partner/Referral,bluepath,False
HS-90280,contact280@zentra.com.br,Zentra,Social Media,2023-10-15,Subscriber,OPP-2024348,BRA,partner-referral,437.0,BR,Social Media,zentra,True
HS-90281,contact281@gruponexus.com.br,GRUPO NEXUS,Organic Search,,Subscriber,,Brasil,cold-outbound,852.0,BR,Organic Search,nexus,False
HS-90282,contact282@bluepath.com.br,bluepath,Content Download,2024-12-05,MQL,,Brasil,demo-request,106.0,BR,Content Download,bluepath,False
HS-90283,contact283@ampliasolucoes.com.br,Amplia,partner referral,2023-12-10,Customer,OPP-2024953,Brazil,cold-outbound,226.0,BR,Partner/Referral,amplia,True
HS-90284,contact284@verticetech.com.br,Vertice Tech,Referral,2025-01-26,Lead,OPP-2024483,Brasil,cold-outbound,,BR,Partner/Referral,vertice,True
HS-90285,contact285@betasolutions.com.br,Beta Solutions,Partner,2024-02-10,SQL,OPP-2024677,brasil,ebook-revops,77.0,BR,Partner/Referral,betasolutions,True
HS-90286,contact286@polare.com.br,polare,Social Media,2024-08-03,Subscriber,OPP-2024497,Brasil,cold-outbound,,BR,Social Media,polare,True
HS-90287,contact116@gridsoft.com.br,Grid Soft,google ads,2024-05-29,SQL,,Brasil,event-saas-summit,38.0,BR,Paid Search,gridsoft,False
HS-90288,contact288@mindbox.com.br,Mind Box,Event,2023-09-15,SQL,,Brasil,ebook-revops,353.0,BR,Other,mindbox,False
HS-90289,contact289@connectwave.com.br,ConnectWave,Social Media,,Lead,,Brasil,cold-outbound,158.0,BR,Social Media,connectwave,False
HS-90290,contact290@skyops.com.br,SKYOPS,Event,2024-07-16,MQL,,Brasil,linkedin-ads-q3,157.0,BR,Other,skyops,False
HS-90291,contact224@tapflow.com.br,tapflow,Partner,2024-01-24,Customer,,Brasil,ebook-revops,,BR,Partner/Referral,tapflow,False
HS-90292,contact118@gridsoft.com.br,Grid Soft,Organic Search,,Lead,OPP-2024697,BR,linkedin-ads-q3,,BR,Organic Search,gridsoft,True
HS-90293,contact293@polare.com.br,polare,Paid Search,2023-11-15,MQL,OPP-2024486,Brasil,demo-request,810.0,BR,Paid Search,polare,True
HS-90294,contact294@gruponexus.com.br,nexus,partner referral,,Customer,OPP-2024086,Brasil,ebook-revops,723.0,BR,Partner/Referral,nexus,True
HS-90295,contact295@polare.com.br,polare,Email Marketing,2024-07-28,Subscriber,OPP-2025096,Brasil,ebook-revops,25.0,BR,Email Marketing,polare,True
HS-90296,contact296@ampliasolucoes.com.br,Amplia Soluções Ltda,Paid Search,2024-02-19,Subscriber,,brasil,event-saas-summit,103.0,BR,Paid Search,amplia,False
HS-90297,contact297@acmecorp.com.br,ACME CORP,Partner,2023-09-20,SQL,,Brasil,cold-outbound,55.0,BR,Partner/Referral,acme,False
HS-90298,contact298@polare.com.br,polare,Content Download,,Subscriber,,Brasil,organic,23.0,BR,Content Download,polare,False
HS-90299,contact299@polare.com.br,polare,Content Download,2024-10-13,Subscriber,,Brasil,event-saas-summit,936.0,BR,Content Download,polare,False
HS-90300,contact300@skyops.com.br,Sky Ops,partner referral,2023-11-16,Customer,,Brasil,event-saas-summit,,BR,Partner/Referral,skyops,False
HS-90301,contact301@zentra.com.br,ZENTRA,Social Media,2024-09-11,MQL,,BR,ebook-revops,77.0,BR,Social Media,zentra,False
HS-90302,contact302@betasolutions.com.br,beta solutions,Organic,2024-05-25,Subscriber,,Brasil,organic,908.0,BR,Organic Search,betasolutions,False
HS-90303,contact303@gridsoft.com.br,Grid Soft,partner referral,2023-12-15,Lead,OPP-2024965,Brazil,linkedin-ads-q3,761.0,BR,Partner/Referral,gridsoft,True
HS-90304,contact304@verticetech.com.br,Vértice Tech,organic,2024-08-01,Lead,OPP-2024071,Brasil,webinar-nov24,,BR,Organic Search,vertice,True
HS-90305,contact305@connectwave.com.br,Connect Wave,Organic Search,2024-01-31,SQL,,Brasil,linkedin-ads-q3,,BR,Organic Search,connectwave,False
HS-90306,contact306@zentra.com.br,Zentra Tech,Email Marketing,,Customer,,Brasil,event-saas-summit,,BR,Email Marketing,zentra,False
HS-90307,contact307@dataprime.com.br,DataPrime,Webinar,2024-05-22,MQL,,Brasil,demo-request,,BR,Webinar,dataprime,False
HS-90308,contact308@ampliasolucoes.com.br,Amplia,Paid Search,,Subscriber,OPP-2024470,Brasil,event-saas-summit,,BR,Paid Search,amplia,True
HS-90309,contact309@connectwave.com.br,Connect Wave,Content Download,2025-01-21,Customer,,BRA,partner-referral,,BR,Content Download,connectwave,False
HS-90310,contact310@zentra.com.br,zentra,social,2025-01-28,SQL,OPP-2024092,Brasil,partner-referral,,BR,Social Media,zentra,True
HS-90311,contact311@dataprime.com.br,DataPrime,Organic,2023-12-02,Lead,,Brasil,demo-request,456.0,BR,Organic Search,dataprime,False
HS-90312,contact312@ampliasolucoes.com.br,Amplia Soluções,SEO,,Subscriber,,Brasil,webinar-nov24,664.0,BR,Organic Search,amplia,False
HS-90313,contact313@acmecorp.com.br,acme,email,,Subscriber,,BRA,cold-outbound,759.0,BR,Email Marketing,acme,False
HS-90314,contact314@polare.com.br,Polare Ltda,Paid Search,2024-01-23,SQL,OPP-2024963,BRASIL,partner-referral,,BR,Paid Search,polare,True
HS-90315,contact315@polare.com.br,polare,Event,2024-05-16,MQL,,Brazil,organic,,BR,Other,polare,False
HS-90316,contact316@innova.com.br,Innova,Partner,2024-11-12,Subscriber,,Brasil,organic,130.0,BR,Partner/Referral,innova,False
HS-90317,contact317@tapflow.com.br,TapFlow,Referral,2023-12-28,MQL,OPP-2025190,Brasil,event-saas-summit,6378.0,BR,Partner/Referral,tapflow,True
HS-90318,contact318@dataprime.com.br,DATAPRIME,email,2024-05-13,Lead,,BRASIL,partner-referral,85.0,BR,Email Marketing,dataprime,False
HS-90319,contact319@gruponexus.com.br,Nexus Group,Email Marketing,,MQL,OPP-2024491,brasil,webinar-nov24,628.0,BR,Email Marketing,nexus,True
HS-90320,contact320@bluepath.com.br,BLUEPATH,SEO,2024-12-04,SQL,,brasil,ebook-revops,176.0,BR,Organic Search,bluepath,False
HS-90321,contact321@fluxosistemas.com.br,Fluxo Sistemas,Email Marketing,2023-11-04,Lead,,BR,organic,390.0,BR,Email Marketing,fluxo,False
HS-90322,contact322@skyops.com.br,Sky Ops,Social Media,2024-08-05,Customer,,Brasil,partner-referral,30.0,BR,Social Media,skyops,False
HS-90323,contact323@verticetech.com.br,VERTICE TECH,Paid Search,2024-09-25,Lead,OPP-2024647,Brasil,event-saas-summit,,BR,Paid Search,vertice,True
HS-90324,contact324@verticetech.com.br,Vértice Tech,Social Media,2023-10-07,Lead,,Brazil,organic,,BR,Social Media,vertice,False
HS-90325,contact235@ampliasolucoes.com.br,Amplia,Partner,2024-01-08,Customer,,Brasil,cold-outbound,682.0,BR,Partner/Referral,amplia,False
HS-90326,contact326@corelogic.com.br,corelogic,Organic Search,2025-01-07,MQL,,BR,event-saas-summit,,BR,Organic Search,corelogic,False
HS-90327,contact327@dataprime.com.br,DATAPRIME,email,,MQL,,Brasil,webinar-nov24,24.0,BR,Email Marketing,dataprime,False
HS-90328,contact328@polare.com.br,polare,Direct,2024-04-13,MQL,,Brasil,organic,,BR,Other,polare,False
HS-90329,contact329@verticetech.com.br,Vértice Tech,Email Marketing,2024-10-25,MQL,OPP-2025185,Brasil,organic,176.0,BR,Email Marketing,vertice,True
HS-90330,contact330@rushflow.com.br,Rush Flow,Email Marketing,2024-11-05,SQL,OPP-2024818,Brasil,event-saas-summit,97.0,BR,Email Marketing,rushflow,True
HS-90331,contact331@polaris.com.br,Polaris,Partner,,MQL,OPP-2024144,BRASIL,cold-outbound,8622.0,BR,Partner/Referral,polaris,True
HS-90332,contact240@orbitdigital.com.br,ORBIT DIGITAL,Webinar,2024-07-17,Subscriber,OPP-2024571,Brasil,webinar-nov24,622.0,BR,Webinar,orbit,True
HS-90333,contact333@betasolutions.com.br,Beta Solutions Ltda,Referral,2024-05-08,Lead,,Brasil,organic,,BR,Partner/Referral,betasolutions,False
HS-90334,contact334@rushflow.com.br,Rush Flow,Email Marketing,,Lead,,brasil,partner-referral,,BR,Email Marketing,rushflow,False
HS-90335,contact335@polare.com.br,POLARE,social,2024-09-25,Customer,,Brasil,partner-referral,706.0,BR,Social Media,polare,False
HS-90336,contact336@connectwave.com.br,CONNECTWAVE,Email Marketing,2024-05-03,Customer,,Brasil,organic,39.0,BR,Email Marketing,connectwave,False
